Symbol,Company Name,Industry,Mkt Cap,Prior Close,P/E Ratio (TTM)*,Revenue Growth CFY*,Return on Equity,EPS Growth CFY*,Dividend Yield
IBM,International Business Machines Corp.,Software & IT Services,$128.512B,142.14,87.76x,5.01%,7.03%,14.88%,4.64%
IFF,International Flavors & Fragrances Inc,Food & Tobacco,$26.526B,104.04,--,7.00%,-9.16%,-1.07%,3.11%
IGT,International Game Technology PLC,Hotels & Entertainment Services,$4.632B,22.61,12.83x,1.53%,24.77%,-42.77%,3.54%
IGIC,International General Insuranc Hldgs Ltd,Insurance,$400.242M,8.24,5.87x,0.00%,16.07%,0.00%,0.49%
IMXI,International Money Express Inc,Professional & Commercial Services  ,$827.965M,22.34,15.16x,0.00%,41.39%,0.00%,0.00%
IP,International Paper Co,Containers & Packaging,$12.328B,34.66,6.57x,10.15%,20.27%,17.19%,5.34%
INSW,International Seaways Inc,Oil & Gas Related Equipment and Services,$1.880B,38.31,14.04x,200.16%,10.65%,0.00%,1.25%
IIJIY,Internet Initiative Japan Inc. (ADR),Telecommunications Services,$1.670B,37.15,25.64x,0.00%,16.78%,0.00%,1.62%
IPG,Interpublic Group of Companies Inc,Media & Publishing,$12.782B,32.90,13.08x,5.79%,30.37%,5.00%,3.53%
IIPZF,INTERRENT REAL ESTATE INV TR,Residential & Commercial REITs,$1.331B,9.40,6.06x,0.00%,12.35%,0.00%,2.81%
ISNPY,Intesa Sanpaolo Spa (ADR),Banking Services,$42.155B,13.32,0.00x,0.00%,0.00%,0.00%,7.27%
ITCI,Intra-Cellular Therapies Inc,Biotechnology & Medical Research,$4.963B,52.41,--,196.38%,-50.84%,17.43%,0.00%
IPI,Intrepid Potash Inc,Chemicals,$405.479M,30.06,1.39x,20.54%,50.03%,286.50%,0.00%
INTU,Intuit Inc.,Financial Technology (Fintech) & Infrastructure,$110.496B,393.33,59.92x,11.17%,14.56%,15.61%,0.79%
ISRG,"Intuitive Surgical, Inc.",Healthcare Equipment & Supplies,$94.057B,266.16,70.49x,9.58%,12.02%,-4.84%,0.00%
IVT,Inventrust Properties Corp,Residential & Commercial REITs,$1.554B,23.05,37.26x,0.00%,2.51%,0.00%,3.56%
VKI,Invesco Advantage Municipal Income Tr II,Collective Investments ,$375.231M,8.45,--,0.00%,-17.18%,0.00%,5.13%
VCV,Invesco California Value Mncpl Incm Trst,Investment Banking & Investment Services,$452.561M,9.45,--,0.00%,-17.13%,0.00%,4.62%
IVZ,Invesco Ltd.,Investment Banking & Investment Services,$8.436B,18.55,9.29x,-12.37%,8.40%,-46.60%,4.04%
IVR,Invesco Mortgage Capital Inc,Residential & Commercial REITs,$463.818M,13.12,--,5.67%,-69.84%,7.07%,19.82%
VMO,Invesco Municipal Opportunity Trust,Collective Investments ,$637.308M,9.45,--,0.00%,-17.59%,0.00%,5.00%
VKQ,Invesco Municipal Trust,Collective Investments ,$346.195M,9.52,--,0.00%,-17.69%,0.00%,5.09%
IQI,Invesco Quality Municipal Income Trust,Collective Investments ,$502.917M,9.51,--,0.00%,-17.65%,0.00%,5.09%
VVR,Invesco Senior Income Trust,Collective Investments ,$572.332M,3.74,--,0.00%,0.00%,0.00%,10.27%
VGM,Invesco Trust for Investment GradeMncpls,Investment Banking & Investment Services,$529.837M,9.77,--,0.00%,-17.64%,0.00%,5.05%
IIM,Invesco Value Municipal Income Trust,Collective Investments ,$556.814M,11.83,--,0.00%,-16.76%,0.00%,5.14%
IVCB,Investcorp Europe Acquisition I Corp,Holding Companies,$356.040M,10.32,17.91x,0.00%,14.61%,0.00%,0.00%
NVTA,Invitae Corp,Biotechnology & Medical Research,$454.216M,1.87,--,11.98%,-196.69%,22.26%,0.00%
INVH,Invitation Homes Inc,Residential & Commercial REITs,$18.202B,29.77,50.78x,9.06%,3.60%,35.56%,2.96%
IONS,Ionis Pharmaceuticals Inc,Biotechnology & Medical Research,$5.514B,38.82,670.35x,-26.41%,1.30%,"-1,055.00%",0.00%
IONQ,IONQ Inc,Software & IT Services,$737.849M,3.69,--,0.00%,-18.34%,0.00%,0.00%
IOVA,Iovance Biotherapeutics Inc,Biotechnology & Medical Research,$954.938M,6.05,--,0.00%,-71.41%,-12.11%,0.00%
IPGP,IPG Photonics Corporation,Electronic Equipment & Parts,$4.539B,93.17,18.27x,-3.29%,10.07%,-8.33%,0.00%
IQ,IQIYI Inc - ADR,Software & IT Services,$3.135B,4.37,--,0.00%,-37.25%,0.00%,0.00%
IQV,Iqvia Holdings Inc,Biotechnology & Medical Research,$37.993B,204.55,33.29x,3.77%,21.15%,12.40%,0.00%
IRMD,Iradimed Corp,Healthcare Equipment & Supplies,$352.476M,28.05,27.18x,26.91%,18.96%,28.92%,0.00%
IRTC,Irhythm Technologies Inc,Healthcare Equipment & Supplies,$2.918B,96.91,--,26.53%,-48.01%,-10.69%,0.00%
IRDM,Iridium Communications Inc,Telecommunications Services,$6.476B,51.54,1781.54x,14.73%,0.30%,0.00%,1.01%
IRBT,iRobot Corporation,Electronic Equipment & Parts,$1.313B,48.01,--,-27.32%,-35.89%,0.00%,0.00%
IRM,Iron Mountain Inc,Residential & Commercial REITs,$14.742B,50.71,29.87x,14.41%,66.02%,17.22%,4.88%
IRWD,"Ironwood Pharmaceuticals, Inc.",Biotechnology & Medical Research,$1.881B,12.26,12.97x,1.98%,28.62%,-13.79%,0.00%
ITSXF,ISHARES S&P/TSX CAP FINS IDX,,$1.022B,33.39,0.00x,0.00%,0.00%,0.00%,3.40%
STAR,istar Inc,Residential & Commercial REITs,$845.085M,7.71,--,-45.57%,-14.30%,124.63%,6.49%
ITCB,Itau Corpbanca (ADR),Banking Services,$2.038B,3.14,4.01x,0.00%,14.85%,0.00%,5.26%
ITUB,Itau Unibanco Holding SA (ADR),Banking Services,$91.948B,4.76,8.47x,14.51%,18.43%,21.57%,3.81%
ITOS,iTeos Therapeutics Inc,Biotechnology & Medical Research,$695.136M,19.54,2.87x,-26.08%,51.89%,-52.64%,0.00%
ITRI,Itron Inc,"Machinery, Equipment & Components",$2.355B,52.13,--,-11.08%,-8.01%,-71.43%,0.00%
ITT,ITT Inc,"Machinery, Equipment & Components",$6.653B,80.45,19.08x,7.71%,16.96%,8.40%,1.31%
ITRN,Ituran Location and Control Ltd. (US),Communications & Networking,$518.093M,22.07,12.19x,8.48%,27.32%,6.25%,2.54%
IE,Ivanhoe Electric Inc,Metals & Mining,$1.152B,12.40,--,0.00%,0.00%,0.00%,0.00%
ISEE,IVERIC bio Inc,Biotechnology & Medical Research,$2.814B,23.31,--,0.00%,-65.51%,-28.57%,0.00%
JJSF,J & J Snack Foods Corp,Food & Tobacco,$2.967B,154.34,62.81x,13.97%,5.53%,74.64%,1.81%
JBHT,J B Hunt Transport Services Inc,Freight & Logistics Services,$18.426B,177.97,18.61x,23.31%,31.44%,36.97%,0.90%
JDWPY,J D Wetherspoon PLC (ADR),Hotels & Entertainment Services,$690.358M,26.81,0.00x,0.00%,0.00%,0.00%,0.00%
SJM,J M Smucker Co,Food & Tobacco,$16.843B,157.94,29.56x,5.91%,6.93%,-3.15%,2.58%
JSAIY,J Sainsbury plc (ADR),Food & Drug Retailing ,$6.267B,10.69,9.08x,0.00%,7.59%,0.00%,6.15%
JBL,Jabil Inc,Electronic Equipment & Parts,$9.465B,70.30,10.19x,3.09%,41.31%,9.41%,0.46%
JCIC,Jack Creek Investment Corp,Holding Companies,$348.105M,10.09,81.67x,0.00%,1.67%,0.00%,0.00%
JKHY,"Jack Henry & Associates, Inc.",Software & IT Services,$13.006B,178.29,35.55x,7.67%,25.72%,0.81%,1.10%
JACK,Jack in the Box Inc.,Hotels & Entertainment Services,$1.402B,67.44,12.36x,13.24%,0.00%,-6.68%,2.61%
JXN,Jackson Financial Inc,Investment Banking & Investment Services,$2.944B,35.45,0.45x,0.00%,72.71%,0.00%,6.21%
J,Jacobs Solutions Inc,Construction & Engineering,$15.602B,121.30,24.34x,6.05%,10.73%,6.78%,0.76%
JHX,James Hardie Industries plc (ADR),Construction Materials,$8.195B,18.38,15.82x,0.00%,37.17%,0.00%,3.81%
JRVR,James River Group Holdings Ltd,Insurance,$850.342M,22.70,--,3.57%,-8.83%,0.00%,0.88%
JAMF,Jamf Holding Corp,Software & IT Services,$2.700B,22.24,--,30.32%,-20.45%,0.00%,0.00%
JHG,Janus Henderson Group PLC,Investment Banking & Investment Services,$4.082B,24.64,9.38x,0.00%,9.61%,0.00%,6.33%
JBI^L13,Janus International Group Inc,Homebuilding & Construction Supplies,$1.422B,9.70,16.03x,0.00%,31.05%,0.00%,0.00%
JANX,Janux Therapeutics Inc,Biotechnology & Medical Research,$500.373M,12.01,--,0.00%,-17.06%,0.00%,0.00%
JAPAY,Japan Tobacco Inc - ADR,Food & Tobacco,$42.200B,10.55,0.00x,0.00%,0.00%,0.00%,5.46%
HCNE,Jaws Hurricane Acquisition Corp,Holding Companies,$314.036M,9.93,30.73x,0.00%,3.99%,0.00%,0.00%
JWSM,Jaws Mustang Acquisition Corp,Holding Companies,$1.042B,10.07,31.78x,0.00%,4.19%,0.00%,0.00%
JAZZ,Jazz Pharmaceuticals PLC,Pharmaceuticals,$9.978B,158.46,--,18.35%,-0.56%,9.00%,0.00%
JBGS,JBG SMITH Properties,Residential & Commercial REITs,$2.197B,19.31,49.11x,0.00%,1.56%,0.00%,4.66%
JBSAY,JBS SA - ADR,Food & Tobacco,$8.817B,7.95,0.00x,0.00%,0.00%,0.00%,9.93%
JD,JD.Com Inc(ADR),Diversified Retail,$79.375B,58.12,320.93x,10.19%,1.02%,53.58%,0.00%
JEF^C13,Jefferies Financial Group Inc,Investment Banking & Investment Services,$8.168B,35.67,9.66x,-28.77%,9.26%,-48.29%,3.36%
JELD,Jeld-Wen Holding Inc,Homebuilding & Construction Supplies,$828.199M,9.82,16.88x,5.20%,7.45%,-6.67%,0.00%
JBLU,JetBlue Airways Corporation,Passenger Transportation Services,$2.134B,6.59,--,51.74%,-13.81%,67.73%,0.00%
FROG,JFrog Ltd,Software & IT Services,$2.177B,21.71,--,0.00%,-14.14%,0.00%,0.00%
JEXYY,Jiangsu Expressway Co Ltd (ADR),Transport Infrastructure,$1.070B,17.51,0.00x,0.00%,0.00%,0.00%,7.81%
JT,Jianpu Technology Inc - ADR,Software & IT Services,$526.800M,1.61,--,0.00%,0.00%,0.00%,0.00%
JKS,"JinkoSolar Holding Co., Ltd (ADR)",Renewable Energy,$2.455B,48.98,125.26x,82.46%,1.47%,108.15%,0.00%
JOBY,Joby Aviation Inc,Aerospace & Defense,$2.201B,3.54,--,0.00%,-15.10%,0.00%,0.00%
JBSS,"John B. Sanfilippo & Son, Inc.",Food & Tobacco,$739.768M,82.85,16.55x,0.00%,23.36%,0.00%,0.91%
JBT,John Bean Technologies Corp,"Machinery, Equipment & Components",$2.906B,91.23,23.47x,15.95%,16.49%,16.13%,0.44%
BTO,John Hancock Financial Opprts Fund,Collective Investments ,$621.352M,33.07,--,0.00%,0.00%,0.00%,7.86%
HPF,John Hancock Pref. Income Fund II,Collective Investments ,$336.779M,15.73,--,0.00%,0.00%,0.00%,9.42%
HPI,John Hancock Preferred Income Fund,Collective Investments ,$418.991M,15.93,--,0.00%,0.00%,0.00%,9.30%
HPS,John Hancock Preferred Income Fund III,Collective Investments ,$450.130M,14.18,--,0.00%,0.00%,0.00%,9.31%
PDT,John Hancock Premium Dividend Fund,Collective Investments ,$634.888M,13.01,--,0.00%,0.00%,0.00%,8.99%
HTD,John Hancock Tax-Advantage Dvd Incom Fd.,Collective Investments ,$812.991M,22.96,--,0.00%,0.00%,0.00%,7.21%
JMSB,John Marshall Bancorp Inc,Banking Services,$408.626M,29.03,13.08x,0.00%,0.00%,0.00%,0.00%
WLY,John Wiley & Sons Inc,Professional & Commercial Services  ,$1.837B,39.48,22.63x,1.18%,9.05%,-9.86%,3.52%
JNJ,Johnson & Johnson,Pharmaceuticals,$298.588B,177.68,24.74x,1.35%,26.45%,2.55%,2.54%
JCI^I16,Johnson Controls International PLC,"Machinery, Equipment & Components",$44.375B,64.62,29.36x,6.45%,9.06%,17.33%,2.17%
JOUT,Johnson Outdoors Inc.,Leisure Products,$601.253M,66.91,15.27x,-0.14%,9.40%,5.26%,1.85%
JLL,Jones Lang LaSalle Inc,Real Estate Operations,$7.532B,158.69,8.92x,4.89%,15.50%,-15.67%,0.00%
YY,JOYY Inc (ADR),Software & IT Services,$37.996B,34.54,4.31x,-7.90%,10.23%,96.21%,5.91%
JPM,JPMorgan Chase & Co,Banking Services,$387.652B,132.16,11.16x,3.76%,13.80%,-23.96%,3.03%
JMIA,Jumia Technologies AG - ADR,Software & IT Services,$681.161M,3.41,--,0.00%,-74.68%,0.00%,0.00%
JUN,Juniper II Corp,Holding Companies,$303.485M,10.15,--,0.00%,0.00%,0.00%,0.00%
JNPR,"Juniper Networks, Inc.",Communications & Networking,$10.305B,31.75,24.74x,12.66%,9.71%,12.07%,2.65%
JTKWY,Just Eat Takeaway.com NV - ADR,Software & IT Services,$4.643B,4.32,--,0.00%,-34.05%,0.00%,0.00%
KAI,Kadant Inc.,"Machinery, Equipment & Components",$2.082B,178.52,17.52x,13.41%,20.70%,13.92%,0.58%
KALU,Kaiser Aluminum Corp.,Metals & Mining,$1.243B,77.95,--,32.29%,-0.22%,-49.17%,3.95%
KAMN,Kaman Corporation,Aerospace & Defense,$582.515M,20.79,32.53x,-1.75%,2.30%,-46.11%,3.85%
BZ,Kanzhun Ltd,Software & IT Services,$14.623B,19.98,118.78x,0.00%,4.61%,0.00%,0.00%
KAOOY,Kao Corp - ADR,Personal &Household Products & Services,$18.892B,8.11,0.00x,0.00%,0.00%,0.00%,2.75%
KAR,KAR Auction Services Inc,Other Specialty Retailers,$1.411B,12.96,--,-32.29%,-2.81%,-64.20%,0.00%
KARO,Karooooo Ltd,Software & IT Services,$710.325M,22.95,13.22x,0.00%,26.55%,0.00%,10.46%
KRTX,Karuna Therapeutics Inc,Biotechnology & Medical Research,$6.957B,202.46,--,0.00%,-26.80%,0.00%,0.00%
KWHIY,Kawasaki Heavy Industries Ltd (ADR),Consumer Goods Conglomerates,$3.850B,9.17,12.39x,0.00%,8.43%,0.00%,1.61%
KMF,Kayne Anderson Nextgen Energy&Infra Inc,Collective Investments ,$353.506M,7.49,--,0.00%,0.00%,0.00%,8.54%
KB,"KB Financial Group, Inc. (ADR)",Banking Services,$16.564B,40.51,4.53x,0.00%,9.62%,0.00%,7.19%
KBH,KB Home,Homebuilding & Construction Supplies,$2.755B,32.19,3.76x,21.44%,24.34%,58.24%,1.86%
KBR,"KBR, Inc.",Software & IT Services,$7.243B,52.79,51.65x,-9.94%,10.82%,8.68%,0.91%
,KDDI CORP ORD,Telecommunications Services,$66.548B,28.90,13.35x,2.37%,13.32%,4.41%,0.00%
BEKE,KE Holdings Inc - ADR,Real Estate Operations,$53.375B,14.82,--,0.00%,-3.93%,0.00%,0.00%
KRNY,Kearny Financial Corp.,Banking Services,$693.923M,10.27,10.99x,-6.04%,6.81%,-23.16%,4.28%
K,Kellogg Company,Food & Tobacco,$24.507B,71.81,16.54x,6.74%,38.39%,-0.48%,3.29%
KELYA,"Kelly Services, Inc.",Professional & Commercial Services  ,$583.204M,16.86,85.59x,1.55%,0.75%,-2.65%,1.78%
KMPR,Kemper Corp,Insurance,$3.379B,52.89,--,0.67%,-10.67%,37.94%,2.34%
KMT,Kennametal Inc.,"Machinery, Equipment & Components",$1.965B,24.39,14.88x,0.94%,10.82%,-16.85%,3.28%
KW,Kennedy-Wilson Holdings Inc,Real Estate Operations,$2.119B,15.38,27.70x,19.69%,5.62%,-83.04%,6.24%
KEN,Kenon Holdings Ltd,Electrical Utilities & IPPs,$1.820B,33.79,1.18x,0.00%,77.09%,0.00%,11.73%
KPELY,Keppel Corporation Ltd - ADR,Consumer Goods Conglomerates,$7.612B,10.60,0.00x,0.00%,0.00%,0.00%,4.87%
KRNL,Kernel Group Holdings Inc,Holding Companies,$307.798M,10.10,30.69x,0.00%,4.36%,0.00%,0.00%
KROS,Keros Therapeutics Inc,Biotechnology & Medical Research,$1.353B,49.12,--,-100.00%,-35.65%,-65.87%,0.00%
KRYAY,Kerry Group PLC - ADR,Food & Tobacco,$16.210B,91.59,0.00x,0.00%,0.00%,0.00%,1.12%
KDP,Keurig Dr Pepper Inc,Beverages,$51.736B,36.53,28.62x,10.73%,7.37%,5.00%,2.19%
KEY,KeyCorp,Banking Services,$15.823B,16.96,7.77x,0.26%,15.44%,-19.39%,4.83%
KEYS,Keysight Technologies Inc,"Machinery, Equipment & Components",$31.123B,174.07,28.24x,5.09%,28.29%,4.98%,0.00%
KZR,Kezar Life Sciences Inc,Biotechnology & Medical Research,$471.124M,6.89,--,0.00%,-31.92%,0.00%,0.00%
KFRC,Kforce Inc.,Professional & Commercial Services  ,$1.136B,54.75,12.77x,8.22%,44.58%,19.77%,2.19%
KVSA,Khosla Ventures Acquisition Co,Holding Companies,$353.126M,9.95,--,0.00%,-0.42%,0.00%,0.00%
KVSC,Khosla Ventures Acquisition III Co,Holding Companies,$574.105M,9.94,31.57x,0.00%,2.24%,0.00%,0.00%
KRC,Kilroy Realty Corp,Residential & Commercial REITs,$4.562B,39.03,20.21x,14.53%,4.16%,-63.87%,5.53%
KE,Kimball Electronics Inc,Semiconductors & Semiconductor Equipment ,$599.218M,24.25,11.09x,25.06%,12.24%,89.17%,0.00%
KRP,Kimbell Royalty Partners LP,Oil & Gas,$1.057B,16.69,11.22x,44.49%,27.36%,221.57%,11.26%
KMB,Kimberly Clark Corp,Personal &Household Products & Services,$46.223B,136.96,26.00x,3.52%,391.66%,-8.90%,3.39%
KCDMY,Kimberly-Clark de Mexico SAB de CV - ADR,Personal &Household Products & Services,$2.747B,8.58,0.00x,0.00%,0.00%,0.00%,5.95%
KIM,Kimco Realty Corp,Residential & Commercial REITs,$13.050B,21.10,55.98x,26.05%,2.38%,-74.38%,4.36%
KMI^E07,Kinder Morgan Inc,Oil & Gas Related Equipment and Services,$36.604B,17.88,16.18x,16.12%,8.16%,-12.12%,6.21%
KNTK,Kinetik Holdings Inc,Oil & Gas Related Equipment and Services,$4.912B,32.34,--,0.00%,0.00%,0.00%,9.28%
KNSA,Kiniksa Pharmaceuticals Ltd,Biotechnology & Medical Research,$532.813M,15.43,7.73x,0.00%,47.68%,0.00%,0.00%
KGC,Kinross Gold Corporation (USA),Metals & Mining,$5.291B,4.22,40.20x,0.00%,2.10%,0.00%,2.84%
KNSL,Kinsale Capital Group Inc,Insurance,$6.437B,280.78,46.26x,27.08%,21.93%,26.83%,0.19%
KEX,Kirby Corporation,Freight & Logistics Services,$3.831B,63.95,40.21x,23.24%,3.30%,269.64%,0.00%
KNBWY,Kirin Holdings Co Ltd (ADR),Beverages,$14.286B,15.63,12.40x,-1.94%,14.49%,-5.11%,3.17%
KRG,Kite Realty Group Trust,Residential & Commercial REITs,$4.623B,21.10,--,110.77%,-4.33%,84.93%,4.55%
KKR,KKR & Co Inc,Investment Banking & Investment Services,$41.032B,47.65,--,-1.72%,-3.02%,-12.61%,1.30%
KAHC,KKR Acquisition Holdings I Corp,Holding Companies,$1.380B,10.00,34.96x,0.00%,3.79%,0.00%,0.00%
KREF,KKR Real Estate Finance Trust Inc,Residential & Commercial REITs,$1.016B,14.70,24.25x,0.00%,2.54%,0.00%,11.70%
KLAC,KLA Corp,Semiconductors & Semiconductor Equipment ,$56.231B,396.78,17.92x,11.27%,109.99%,16.50%,1.31%
KLBAY,Klabin SA (ADR),Containers & Packaging,$11.496B,7.77,--,0.00%,65.02%,0.00%,7.39%
KNX,Knight-Swift Transportation Holdings Inc,Freight & Logistics Services,$8.377B,52.13,9.79x,25.31%,13.39%,9.75%,0.92%
KNOP,KNOT Offshore Partners LP,Oil & Gas Related Equipment and Services,$314.809M,9.27,4.97x,-5.50%,11.87%,3.68%,22.44%
KNBE,Knowbe4 Inc,Software & IT Services,$2.129B,24.76,283.85x,35.53%,7.45%,100.00%,0.00%
KN,Knowles Corp,"Computers, Phones & Household Electronics",$1.479B,16.26,--,-10.43%,-10.17%,-17.65%,0.00%
KOD,Kodiak Sciences Inc,Biotechnology & Medical Research,$374.532M,7.16,--,0.00%,-59.14%,0.00%,0.00%
KSS,Kohl's Corporation,Diversified Retail,$2.788B,25.23,5.88x,-5.86%,12.25%,-58.39%,7.93%
KLNG,Koil Energy Solutions Inc,Oil & Gas Related Equipment and Services,$478.416M,0.48,--,0.00%,-6.22%,0.00%,0.00%
KMTUY,Komatsu Ltd (ADR),"Machinery, Equipment & Components",$21.747B,22.34,9.50x,0.00%,12.87%,0.00%,5.55%
ADRNY,Koninklijke Ahold Delhaize NV (ADR),Food & Drug Retailing ,$18.787B,29.35,11.78x,0.00%,16.33%,0.00%,5.22%
KKPNY,Koninklijke KPN N.V. (ADR),Telecommunications Services,$12.374B,3.07,--,0.00%,0.00%,0.00%,4.80%
PHG,Koninklijke Philips NV (ADR),Healthcare Equipment & Supplies,$12.468B,14.02,--,0.00%,0.00%,0.00%,6.51%
KTB,Kontoor Brands Inc,Textiles & Apparel,$2.166B,39.05,9.43x,3.75%,121.06%,0.00%,4.92%
KOP,Koppers Holdings Inc.,Chemicals,$630.702M,30.18,8.94x,19.55%,18.97%,-4.99%,0.66%
KEP,Korea Electric Power Corporation (ADR),Electrical Utilities & IPPs,$10.824B,8.43,--,0.00%,-35.11%,0.00%,0.00%
KFY,Korn Ferry,Professional & Commercial Services  ,$2.725B,51.69,8.52x,5.08%,20.90%,-22.31%,1.16%
KRNT,Kornit Digital Ltd,"Machinery, Equipment & Components",$962.090M,20.92,--,-20.67%,-5.85%,0.00%,0.00%
KOS^E10,Kosmos Energy Ltd,Oil & Gas,$2.813B,6.17,6.58x,64.80%,74.48%,0.00%,0.00%
KHC,Kraft Heinz Co,Food & Tobacco,$49.218B,40.18,50.78x,0.84%,2.00%,-7.51%,3.98%
KTOS,"Kratos Defense & Security Solutions, Inc",Aerospace & Defense,$1.189B,9.44,--,9.80%,-3.29%,-30.56%,0.00%
DNUT,Krispy Kreme Inc,Hotels & Entertainment Services,$1.813B,10.83,--,0.00%,-0.99%,0.00%,1.29%
KR,Kroger Co,Food & Drug Retailing ,$31.825B,44.46,13.93x,7.55%,23.99%,12.23%,2.34%
KRO,"Kronos Worldwide, Inc.",Chemicals,$1.072B,9.28,6.87x,3.32%,18.34%,-3.06%,8.19%
KRYS,Krystal Biotech Inc,Biotechnology & Medical Research,$1.994B,77.45,--,0.00%,-27.34%,0.00%,0.00%
KT,KT Corp (ADR),Telecommunications Services,$7.316B,14.01,5.96x,0.00%,9.30%,0.00%,5.39%
KUBTY,Kubota Corp (ADR),"Machinery, Equipment & Components",$19.580B,70.38,13.75x,-6.56%,9.03%,-19.34%,2.35%
KLIC,Kulicke and Soffa Industries Inc.,Semiconductors & Semiconductor Equipment ,$2.646B,46.41,6.58x,-43.66%,37.87%,-74.77%,1.64%
KIROY,Kumba Iron Ore Ltd - ADR,Metals & Mining,$9.025B,9.34,0.00x,0.00%,0.00%,0.00%,13.31%
KURA,Kura Oncology Inc,Biotechnology & Medical Research,$803.433M,12.01,--,0.00%,-28.42%,-8.63%,0.00%
KRUS,Kura Sushi USA Inc,Hotels & Entertainment Services,$466.608M,53.09,--,0.00%,-0.83%,0.00%,0.00%
KYMR,Kymera Therapeutics Inc,Biotechnology & Medical Research,$1.510B,27.52,--,-30.31%,-30.89%,-40.19%,0.00%
KD,Kyndryl Holdings Inc,Software & IT Services,$2.565B,11.31,--,0.00%,-42.37%,0.00%,0.00%
KYOCY,Kyocera Corp (ADR),"Machinery, Equipment & Components",$18.794B,49.77,15.71x,0.00%,5.21%,0.00%,2.80%
LHX,L3Harris Technologies Inc,Aerospace & Defense,$39.410B,206.98,36.01x,-5.56%,5.98%,-0.46%,2.16%
LZB,La-Z-Boy Incorporated,Household Goods,$1.008B,23.36,5.94x,-2.68%,20.64%,6.43%,3.11%
LH,Laboratory Corp. of America Holdings,Healthcare Providers & Services,$20.549B,231.93,12.38x,-7.29%,17.03%,-30.33%,1.24%
LADR,Ladder Capital Corp,Residential & Commercial REITs,$1.320B,10.43,11.90x,59.59%,7.31%,134.69%,8.82%
LBAI,"Lakeland Bancorp, Inc.",Banking Services,$1.148B,17.71,11.41x,33.31%,10.00%,-6.81%,3.27%
LKFN,Lakeland Financial Corporation,Banking Services,$1.880B,74.15,18.66x,11.27%,16.99%,11.23%,2.16%
LRCX,Lam Research Corporation,Semiconductors & Semiconductor Equipment ,$61.080B,447.87,12.84x,5.31%,73.33%,4.56%,1.54%
LAMR,Lamar Advertising Co,Residential & Commercial REITs,$8.158B,93.49,19.17x,13.56%,39.39%,29.50%,5.13%
LW,Lamb Weston Holdings Inc,Food & Tobacco,$12.751B,88.65,31.90x,15.44%,85.98%,43.27%,1.26%
LANC,Lancaster Colony Corp.,Food & Tobacco,$5.562B,201.87,57.54x,8.67%,11.25%,14.02%,1.68%
LCA,Landcadia Holdings IV Inc,Holding Companies,$495.500M,9.91,32.80x,0.00%,4.00%,0.00%,0.00%
LSTR,"Landstar System, Inc.",Freight & Logistics Services,$5.974B,166.30,13.71x,15.44%,50.87%,17.94%,0.72%
LNTH,Lantheus Holdings Inc,Healthcare Equipment & Supplies,$3.605B,52.37,35.17x,115.52%,18.82%,683.67%,0.00%
LPI,Laredo Petroleum Inc,Oil & Gas,$884.080M,52.58,1.23x,15.51%,119.14%,154.66%,0.00%
LVS,Las Vegas Sands Corp.,Hotels & Entertainment Services,$35.832B,46.89,--,0.15%,-38.09%,6.78%,0.00%
LTMAY,LATAM Airlines Group SA (ADR),Passenger Transportation Services,$355.355M,0.59,--,0.00%,0.00%,0.00%,0.00%
SWIM,Latham Group Inc,Chemicals,$357.219M,3.05,47.75x,0.00%,2.00%,0.00%,0.00%
LSCC,Lattice Semiconductor Corp,Semiconductors & Semiconductor Equipment ,$9.428B,68.79,62.24x,27.92%,37.26%,65.09%,0.00%
LAUR,Laureate Education Inc,Miscellaneous Educational Service Providers,$1.594B,9.68,63.36x,13.15%,2.10%,-57.43%,0.00%
LGAC,Lazard Growth Acquisition Corp I,Holding Companies,$579.600M,10.08,51.70x,0.00%,2.57%,0.00%,0.00%
LAZ,Lazard Ltd,Investment Banking & Investment Services,$4.152B,36.82,7.53x,-10.90%,71.86%,-20.24%,5.43%
LCII,LCI Industries,Automobiles & Auto Parts,$2.417B,95.06,4.91x,17.47%,40.28%,53.13%,4.42%
LEGA,Lead Edge Growth Opportunities Ltd,Holding Companies,$320.971M,10.07,42.72x,0.00%,3.09%,0.00%,0.00%
LEA,Lear Corp,Automobiles & Auto Parts,$7.421B,125.55,32.47x,7.86%,5.19%,7.30%,2.45%
LEGH,Legacy Housing Corp,Homebuilding & Construction Supplies,$439.064M,17.99,7.23x,0.00%,18.78%,0.00%,0.00%
LGGNY,Legal & General Group PLC - ADR,Investment Banking & Investment Services,$18.218B,15.25,0.00x,0.00%,0.00%,0.00%,7.41%
LZ^I11,LegalZoom.com Inc,Software & IT Services,$1.618B,8.40,--,0.00%,-43.30%,0.00%,0.00%
LGTO,Legato Merger II Corp,Holding Companies,$365.574M,10.18,1313.55x,0.00%,0.20%,0.00%,0.00%
LEGN,Legend Biotech Corp,Biotechnology & Medical Research,$6.719B,50.52,--,66.24%,-107.41%,-4.38%,0.00%
LEG,Leggett & Platt Inc,Household Goods,$4.250B,32.06,12.08x,2.24%,23.10%,-15.11%,5.49%
LDOS,Leidos Holdings Inc,Software & IT Services,$14.466B,105.83,21.69x,4.22%,16.63%,-3.78%,1.36%
LMAT,LeMaitre Vascular Inc,Healthcare Equipment & Supplies,$1.027B,46.67,48.80x,4.71%,8.30%,-23.20%,1.07%
